"eol3_ver"
15.2695
16.812
14.066
12.728
13.425
12.4055
12.5705
10.7625
7.503
5.5355
3.8965
3.4235
3.245
1.642
1.5025
1.1865
2.35
9.7885
18.1085
22.2665
20.494
23.8495
25.676
26.7345
