"eol8_ver"
1.6835
1.4788
1.2674
0.782
0.8868
0.4996
0.8011
1.484
0.8332
0.5949
0.0399
0.0301
0.0068
0.05
0.1759
0.0543
0.0182
0.0019
0.0023
0.082
1e-04
0.0406
0.0835
0.0775
