"media","q50.50%","q75.75%","q90.90%","desvio_Media","desvio_q50","desvio_q75","desvio_q90"
0.0209882896082756,0.0043391360234846,0.0419154674014298,0.0664689229539222,0.0286403638192609,0.0332013224578338,0.0355794953134437,0.0540837102328021
0.0188282519580238,0,0.0220992173648452,0.0847145203610283,0.0341840391792497,0.0391058941662258,0.034342909818797,0.0747375862588919
0.00658663733048898,0,0.0041540099081317,0.029509487557575,0.0137322829415078,0.0152551796205434,0.013949806086176,0.0268933300704054
0.0101027251756758,0,0.00756897025758194,0.0371910057751652,0.0213806298368281,0.0236851642006511,0.0215328557389478,0.0346955259755481
0.0166090758516422,0,0.0285837778324046,0.053299911349946,0.0280947756724836,0.0327111218766388,0.0305814581541666,0.0464666727767478
0.0140874635692602,0,0.0136316031789194,0.0568016562440891,0.0287317562133192,0.032053894305946,0.0287354357816908,0.0517882697381402
0.00797525947470724,0,0.00488022825680675,0.0331741751386908,0.0159969088307201,0.0179059132376557,0.016298722859123,0.0300337566190081
0.0139148726981422,0,0.0153822747724961,0.0584765585003082,0.0261867561425398,0.0297113915221032,0.0262285577713132,0.0520223764360562
0.050698863249871,0.0373550273509342,0.0949624167196156,0.115381651363533,0.0508638243486136,0.0526147356513608,0.0676813402171355,0.0827308455907341
0.0270971114580166,0,0.0465105474322461,0.0888453649089433,0.0415408494490059,0.0497270274777786,0.0459253266220978,0.0748690925975602
0.0100381144745679,0,0,0.027281917945448,0.0279245535685569,0.0297037408276919,0.0297037408276919,0.0328990287854403
0.000450586041323302,0,0,0,0.00275923406172967,0.00279641954630076,0.00279641954630076,0.00279641954630076
9.77192862445623e-05,0,0,0,0.000744207912105555,0.000750707667933298,0.000750707667933298,0.000750707667933298
0.00227856309520262,0,0,0.00190615538396903,0.00791595666347044,0.00824289419807148,0.00824289419807148,0.00792486533105913
0.0138378700132409,0,0,0.0591254684119659,0.0288610548629409,0.0320594221587972,0.0320594221587972,0.0540361816392742
0.0207560213682875,0,0.0396931873662669,0.0777807921544915,0.0324189092466713,0.0385921781254912,0.0376283595980838,0.0660292337703551
0.0256098109358691,0,0.029932243423832,0.104738013865981,0.0416416425884352,0.049004032199528,0.0418692918428299,0.0900285831409025
0.133916804844973,0.0865312099025882,0.21551918469505,0.371711530494081,0.145345973833384,0.153004050944669,0.167036595280382,0.280470719613357
0.245911388235419,0.231403173257645,0.340979534443968,0.453244439809945,0.159800988463719,0.160470377787735,0.186391195679507,0.263285787004782
0.136308296846196,0.120643022616523,0.211778997053806,0.307358460479861,0.118035057552107,0.119088122436731,0.140456499256652,0.209054381241776
0.0510502672791957,0.033179769225769,0.0865326001293765,0.112428100355517,0.0573577519762546,0.0601237817048632,0.0676091362495449,0.0843993009837665
0.0253668016842974,0,0.0388244782061581,0.0866434144053919,0.0438266187806795,0.0507497405904055,0.04588092112194,0.0757724875711098
0.0483454794853161,0.0291214842280243,0.0932543675298279,0.118418619917178,0.0562834073213975,0.0595303912057279,0.07224965581611,0.0903560269101498
0.0381838397205524,0.0185291628283729,0.0742456711820857,0.103002047600882,0.0448107948850529,0.0490009282145905,0.0577172248004598,0.0792661099351752
