 CodUsina  ,  Usina         ,  Sistema      ,  Empresa           ,  Posto  ,  Posto BDH  ,N_Jusante,  Jusante  ,N_Dsv,  Desvio  ,  Vol.Máx.(hm3)  ,  Vol.min.(hm3)  ,  Cota Máx.(m)  ,  Cota min.(m)  ,  Vol.Vert.(hm3)  ,  Vol.Desv.(hm3)  ,  PCV(0)  ,  PCV(1)  ,  PCV(2)  ,  PCV(3)  ,  PCV(4)  ,  PAC(0)  ,  PAC(1)  ,  PAC(2)  ,  PAC(3)  ,  PAC(4)  ,  Evap.Men.(1)  ,  Evap.Men.(2)  ,  Evap.Men.(3)  ,  Evap.Men.(4)  ,  Evap.Men.(5)  ,  Evap.Men.(6)  ,  Evap.Men.(7)  ,  Evap.Men.(8)  ,  Evap.Men.(9)  ,  Evap.Men.(10)  ,  Evap.Men.(11)  ,  Evap.Men.(12)  ,  Prod.Esp.(MW/m3/s/m)  ,  Canal Fuga Médio(m)  ,  TEIF(%)  ,  IP(%)  ,  Tipo Turbina  ,  Num.Conj.Máq.  ,  Num.Pols.Jus.  ,  Fat.Carga Máx.(%)  ,  Fat.Carga mín.(%)  ,  Tipo Perdas(1=%/2=M/3=K)  ,  Valor Perdas  ,  Vazão Mín.Hist.(m3/s)  ,  Num.Unid.Base  ,  Infl.Vert.Canal de Fuga  ,  Rep.Conj(0=aprox/1=det/2=simp)  ,  #Maq(1)  ,  PotEf(1)  ,  QEf(1)  ,  HEf(1)  ,  #Maq(2)  ,  PotEf(2)  ,  QEf(2)  ,  HEf(2)  ,  #Maq(3)  ,  PotEf(3)  ,  QEf(3)  ,  HEf(3)  ,  #Maq(4)  ,  PotEf(4)  ,  QEf(4)  ,  HEf(4)  ,  #Maq(5)  ,  PotEf(5)  ,  QEf(5)  ,  HEf(5)  ,  QHTA0(1)  ,  QHTA1(1)  ,  QHTA2(1)  ,  QHTA3(1)  ,  QHTA4(1)  ,  QHTA0(2)  ,  QHTA1(2)  ,  QHTA2(2)  ,  QHTA3(2)  ,  QHTA4(2)  ,  QHTA0(3)  ,  QHTA1(3)  ,  QHTA2(3)  ,  QHTA3(3)  ,  QHTA4(3)  ,  QHTA0(4)  ,  QHTA1(4)  ,  QHTA2(4)  ,  QHTA3(4)  ,  QHTA4(4)  ,  QHTA0(5)  ,  QHTA1(5)  ,  QHTA2(5)  ,  QHTA3(5)  ,  QHTA4(5)  ,  QHGA0(1)  ,  QHGA1(1)  ,  QHGA2(1)  ,  QHGA3(1)  ,  QHGA4(1)  ,  QHGA0(2)  ,  QHGA1(2)  ,  QHGA2(2)  ,  QHGA3(2)  ,  QHGA4(2)  ,  QHGA0(3)  ,  QHGA1(3)  ,  QHGA2(3)  ,  QHGA3(3)  ,  QHGA4(3)  ,  QHGA0(4)  ,  QHGA1(4)  ,  QHGA2(4)  ,  QHGA3(4)  ,  QHGA4(4)  ,  QHGA0(5)  ,  QHGA1(5)  ,  QHGA2(5)  ,  QHGA3(5)  ,  QHGA4(5)  ,  PHA0(1)  ,  PHA1(1)  ,  PHA2(1)  ,  PHA3(1)  ,  PHA4(1)  ,  PHA0(2)  ,  PHA1(2)  ,  PHA2(2)  ,  PHA3(2)  ,  PHA4(2)  ,  PHA0(3)  ,  PHA1(3)  ,  PHA2(3)  ,  PHA3(3)  ,  PHA4(3)  ,  PHA0(4)  ,  PHA1(4)  ,  PHA2(4)  ,  PHA3(4)  ,  PHA4(4)  ,  PHA0(5)  ,  PHA1(5)  ,  PHA2(5)  ,  PHA3(5)  ,  PHA4(4)  ,  PJA0(1)  ,  PJA1(1)  ,  PJA2(1)  ,  PJA3(1)  ,  PJA4(1)  ,  PJRM(1)  ,  PJA0(2)  ,  PJA1(2)  ,  PJA2(2)  ,  PJA3(2)  ,  PJA4(2)  ,  PJRM(2)  ,  PJA0(3)  ,  PJA1(3)  ,  PJA2(3)  ,  PJA3(3)  ,  PJA4(3)  ,  PJRM(3)  ,  PJA0(4)  ,  PJA1(4)  ,  PJA2(4)  ,  PJA3(4)  ,  PJA4(4)  ,  PJRM(4)  ,  PJA0(5)  ,  PJA1(5)  ,  PJA2(5)  ,  PJA3(5)  ,  PJA4(5)  ,  PJRM(5)  ,  Data  ,  Obs  ,  Vol.Ref.  ,  Reg  ,   
275,  TUCURUI       ,  4 - Norte    ,  37 - Eletronorte  ,275,0,0,  0 - NÃO HÁ  ,0,  0 - NÃO HÁ  ,50275,11293,74,51.6,11293,11293,3.18E+07,2.39E+03,-6.75E-02,1.05E-06,-6.35E-12,2.55E+11,-1.63E+10,3.86E+08,-4.03E+06,1.58E+04,12,5,4,1,-9,-17,-8,-4,22,31,41,21,0.009182,8.6,5.934,3.866,  1 - Francis  ,3,1,100,0,2,0.6,1269,8,  Yes  ,2,2,31.5,37,65.5,12,490,582,65.5,11,546,688,61.7,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.67E+06,7.41E+02,-2.22E-02,4.08E-07,-2.87E-12,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,50275,  M  ,   
276,  RONDON II     ,  1 - Sudeste  ,  204 -   ,145,0,0,  0 - NÃO HÁ  ,0,  0 - NÃO HÁ  ,478.29,192.17,268,264,476.29,192.17,2.61E+08,1.31E+04,7.00E+00,-9.00E-03,0.00E+00,1.92E+09,-2.07E+07,5.14E+04,0.00E+00,0.00E+00,13,4,7,18,14,-8,19,25,3,1,-5,37,0.009215,204.52,1.234,2.719,  1 - Francis  ,1,1,100,0,2,3.8,33,2,  No  ,2,3,34.3,46,57.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.03E+08,2.67E+04,-6.00E+01,7.00E-02,-3.00E-05,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,478.29,  M  ,   
277,  BALBINA       ,  4 - Norte    ,  233 -   ,269,16070980,0,  0 - NÃO HÁ  ,0,  0 - NÃO HÁ  ,20006.22,9711.9,51,46,9735.45,9711.9,3.70E+07,1.34E+03,-5.46E-02,1.45E-06,-1.55E-11,1.48E+11,-1.16E+10,3.37E+08,-4.26E+06,2.02E+04,35,31,23,19,11,4,-7,-25,-15,-6,19,33,0.009035,26.45,1.611,5.152,  2 - Kaplan/Propeller  ,1,1,100,0,2,0.38,19,3,  Yes  ,2,5,70,255,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.26E+07,7.53E+03,-4.96E+00,2.01E-03,-3.01E-07,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,20006.22,  M  ,   
278,  MANSO         ,  1 - Sudeste  ,  19 - Furnas  ,278,0,0,  0 - NÃO HÁ  ,0,  0 - NÃO HÁ  ,7337,4386,287,278,4386,4386,2.80E+08,-1.02E+04,3.93E+00,-4.77E-04,2.03E-08,5.97E+11,-5.89E+09,1.77E+07,-9.60E+03,-1.98E+01,29,28,41,34,45,61,69,100,49,24,22,41,0.008829,224.8,1.766,5.286,  1 - Francis  ,1,1,100,0,2,1.2,42,2,  Yes  ,2,4,73.5,100,59.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.24E+08,4.57E+03,-4.20E-01,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,7337,  M  ,   
279,  SAMUEL        ,  1 - Sudeste  ,  37 - Eletronorte  ,279,0,0,  0 - NÃO HÁ  ,0,  0 - NÃO HÁ  ,3493.44,943.23,87.4,80,943.23,943.23,7.10E+07,1.38E+04,-5.62E+00,1.23E-03,-1.05E-07,-2.00E+12,9.76E+10,-1.79E+09,1.45E+07,-4.40E+04,32,13,8,12,15,-14,0,24,10,-3,-17,39,0.009025,57.59,0.692,1.735,  2 - Kaplan/Propeller  ,1,1,100,0,2,0.4,9,1,  Yes  ,2,5,60.62,169,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.16E+07,1.30E+04,-5.90E+00,1.84E-03,-2.95E-07,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,3493.44,  M  ,   
280,  COARACY NUNE  ,  4 - Norte    ,  37 - Eletronorte  ,280,30400080,284,  284 - FERREIRA GOM  ,0,  0 - NÃO HÁ  ,138.8,24.57,42.14,35.14,24.57,24.57,3.06E+07,2.51E+05,-3.16E+03,2.25E+01,-6.08E-02,-5.10E+09,5.73E+08,-2.42E+07,4.53E+05,-3.17E+03,60,49,38,19,-4,-20,-31,-41,-32,-9,22,46,0.008927,21.86,2.112,6.015,  2 - Kaplan/Propeller  ,2,1,100,0,2,0.18,43,2,  No  ,2,2,33.6,123,21.9,1,42,153,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.13E+07,-1.84E+02,6.69E+00,-8.33E-03,5.26E-06,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,138.8,  D  ,   
281,  PONTE PEDRA   ,  1 - Sudeste  ,  24 - Eletrosul  ,281,0,0,  0 - NÃO HÁ  ,0,  0 - NÃO HÁ  ,199,199,396,396,199,199,3.96E+08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.91E+07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,16,11,20,27,55,51,48,61,67,-1,-10,9,0.009172,148.77,0.432,4.491,  1 - Francis  ,1,1,100,0,2,3.5,28,3,  No  ,2,3,82.18,26,243.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.47E+08,2.46E+04,-6.67E+01,9.44E-02,-4.82E-05,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,199,  D  ,   
282,  OLHO DAGUA    ,  1 - Sudeste  ,  130 -   ,282,0,34,  34 - I. SOLTEIRA   ,0,  0 - NÃO HÁ  ,480,480,490,490,480,480,4.90E+08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.40E+07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,13,7,23,41,64,70,70,71,69,19,8,25,0.008829,439.03,2.333,6.861,  1 - Francis  ,1,1,100,0,2,1.66,27,2,  Yes  ,2,2,23.1,37,50.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.37E+08,5.89E+04,-4.69E+02,1.77E+00,-2.42E-03,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,480,  D  ,   
283,  STA CLARA MG  ,  1 - Sudeste  ,  76 -   ,283,0,0,  0 - NÃO HÁ  ,0,  0 - NÃO HÁ  ,146,146,86,86,146,146,8.60E+07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.60E+06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-25,-8,30,53,61,59,40,15,18,10,-8,-9,0.008731,32.6,0.291,4.116,  1 - Francis  ,1,1,100,0,2,0.9,5,2,  No  ,2,3,28,44,52.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.18E+07,9.51E+03,-9.87E+00,7.39E-03,-2.07E-06,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,146,  D  ,   
284,  FERREIRA GOM  ,  4 - Norte    ,  239 -   ,297,0,0,  0 - NÃO HÁ  ,0,  0 - NÃO HÁ  ,137.31,137.31,21.3,21.3,137.31,137.31,7.65E+06,1.89E+05,-1.13E+03,4.48E+00,-7.19E-03,2.27E+07,-4.60E+06,3.98E+05,-1.21E+04,1.43E+02,57,42,30,12,-8,-24,-26,-28,-16,6,30,48,0.009037,3.27,2.129,7.077,  2 - Kaplan/Propeller  ,1,1,100,0,2,0.2,43,2,  No  ,2,3,117.6,574,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.76E+06,1.25E+03,-1.47E-01,1.30E-05,-4.59E-10,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,137.31,  D  ,   
285,  JIRAU         ,  1 - Sudeste  ,  236 -   ,285,0,287,  287 - STO ANTONIO   ,0,  0 - NÃO HÁ  ,2746.7,2746.7,90,90,2746.7,2746.7,6.64E+07,2.07E+04,-8.28E+00,1.92E-03,-1.84E-07,-7.88E+10,2.90E+09,-3.57E+07,1.47E+05,0.00E+00,-80,-67,-93,-81,-74,-29,11,41,-25,-82,-66,-81,0.009163,72.71,0.555,0.305,  2 - Kaplan/Propeller  ,1,1,100,0,2,0.39,1386,30,  Yes  ,2,50,105,538,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.05E+07,6.62E+00,4.65E-03,-7.06E-08,3.69E-13,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,2746.7,  D  ,   
