"media","q50.50%","q75.75%","q90.90%","desvio_Media","desvio_q50","desvio_q75","desvio_q90"
0.0317694959146249,0,0.0715277501875022,0.114483309180602,0.0501291787564246,0.0594974156269135,0.0641980159669361,0.0973372338712415
0.0262738706473762,0,0.0252905779804828,0.0991803306138841,0.051759135610781,0.058150109285185,0.0517686386355535,0.0899311503975546
0.02559823972787,0,0.019964787118154,0.115181849572807,0.0542969789681263,0.0601242693509696,0.0545935388263754,0.105423804079351
0.0425008130659557,0,0.0549080036392537,0.143014624682322,0.0748852865520357,0.0862891364090372,0.075923943477664,0.126047921615231
0.0515228001919247,0.00467124350581002,0.0975967572495873,0.149114534203007,0.0779148731541373,0.0911279638411516,0.0907236421768822,0.125546661828256
0.0441728982594689,0,0.0491006242006183,0.175893928452904,0.0895288426505931,0.100004454772654,0.0896667282651629,0.160219340177002
0.027362970406211,0,0.0174333497995371,0.11648410123336,0.0544777710501593,0.0610712316871824,0.0553909259926775,0.10511777650044
0.0313264751688999,0,0.0341426798086385,0.127009593605861,0.0573569977854508,0.0654857990243898,0.0574273048647973,0.112275121600592
0.0105005736280559,0,0,0.0396925576996231,0.0245541991531385,0.0267414503054519,0.0267414503054519,0.0383409834888757
0.0136943434605501,0,0,0.0586633806098804,0.0365743416511622,0.0390961327819248,0.0390961327819248,0.0582698396535543
0.0326064499476169,0,0.038110166148045,0.115337462991265,0.0669955674015155,0.074634033258848,0.0672252063040644,0.107018242013445
0.0929897423770199,0.0010829936911652,0.122163733026801,0.350629337063626,0.153062612003816,0.178950283616086,0.155866022224368,0.301613748160921
0.0509063693886803,0,0.081257888211189,0.182496102186221,0.0754049090471175,0.0912295069370366,0.0813835159264456,0.152661537607509
0.0780723685643507,0.00541056024201438,0.132945523993458,0.251770198025213,0.115264766158155,0.136595503935675,0.127866552210436,0.20972891298737
0.0585561391940818,0.0110268735365475,0.110697421327626,0.189246428085004,0.0835659531404349,0.0963427825146699,0.0987404605590079,0.156086092937611
0.0631104005966027,0,0.0502037339762845,0.265016418483322,0.122182476981267,0.137772842682957,0.12287417229228,0.237507455515387
0.0639811898451208,0.00260867754830114,0.126837390919851,0.199644366289706,0.0936147930765591,0.112233663361965,0.113066111486718,0.165804441574569
0.111086944259157,0,0.115136302445908,0.356582483949654,0.20508473129474,0.233701846050557,0.205125405505803,0.321535598968868
0.201667717878627,0.0805628030384711,0.357729444048481,0.662254659407334,0.282822550943824,0.308078400721248,0.323683708274471,0.543921580944329
0.104047075388095,0.0502365935500772,0.142303438166648,0.34579393714801,0.14383567802897,0.153737014630542,0.148922556620831,0.28311753338671
0.0657377121254572,0.0349904464657693,0.106273190467747,0.176672924685671,0.0932976711283473,0.0983180331843148,0.101864651360888,0.145694826476783
0.0859333923217086,0.0331215478615704,0.118660451764552,0.25916331741343,0.121113706075438,0.132312327975044,0.125532389257845,0.2126113908876
0.0626210730726838,0.0345651280211888,0.0852512152332806,0.212097073364453,0.0852132918193639,0.0897900359720302,0.0882179860164541,0.17319458285968
0.0550519191733553,0,0.0784310881627996,0.197044210862722,0.0772340210160898,0.0951261174683863,0.0807543730394649,0.162728672587838
