"x"
-0.0936918497626472
-0.13058034124822
-0.114201662446972
-0.0884061394356694
-0.104307147650543
-0.170515291242637
-0.114431992977644
-0.117067500927593
-0.139248753889738
-0.194938571940982
-0.122902597388963
-0.122923533743531
-0.0784248539872593
-0.109020447230932
-0.158062991888236
-0.173305124989557
-0.10497052045235
-0.0876433690019627
-0.0878845079146367
-0.151784045137422
-0.0992272312490798
-0.0880226434353195
-0.129982109615711
-0.11815292909877
