"UPstat.media","UPstat.q50.50.","UPstat.q75.75.","UPstat.q90.90.","UPstat.desvio_Media","UPstat.desvio_q50","UPstat.desvio_q75","UPstat.desvio_q90","DNstat.media","DNstat.q50.50.","DNstat.q75.75.","DNstat.q90.90.","DNstat.desvio_Media","DNstat.desvio_q50","DNstat.desvio_q75","DNstat.desvio_q90"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3.07758620689655,0,0.5,21.5,7.12901270454477,7.77563671449416,7.58836829188814,19.9038257805316
0,0,0,0,0,0,0,0,24341.2179069755,31746.5,33480.5,34266.5,12564.5176216274,14619.1938292424,15586.5444167215,16068.6841286964
0,0,0,0,0,0,0,0,4.52346577403682,4.70856438693777,4.94140109372053,5.30123469284485,0.588595868735795,0.61752818992178,0.724119918585286,0.981107482973573
0,0,0,0,0,0,0,0,0.426099088516364,0.397953676464999,0.419944516768954,0.550267173007125,0.13584931470892,0.138787140017343,0.135991236918683,0.184819540959576
0,0,0,0,0,0,0,0,0.0686541848570539,0.0716235507744137,0.0769442288773061,0.0841239899771954,0.0184052226727859,0.018647590617674,0.0202175600290181,0.0241350129262503
-0.00465103072424959,0,0,0,0.0150589861328736,0.0157729090672169,0.0157729090672169,0.0157729090672169,0.0133916802157491,0.00864141607721518,0.0155102779631871,0.0256950667684511,0.0276031995679899,0.0280160224359877,0.0276858055265712,0.0302649239111526
-0.0144461026154777,-0.000325303569926205,0,0,0.0316978977779795,0.0347512860425124,0.0348870725383872,0.0348870725383872,0.00440065741594991,0,0.0075970807283233,0.010856785755897,0.00929441896707799,0.0103000854488844,0.00983781447689001,0.0113489679309389
-0.012895832929891,0,0,0,0.0265971599335165,0.0296079214286657,0.0296079214286657,0.0296079214286657,0.00918479420232171,0.00156939952186751,0.00996386616563828,0.0334973117956244,0.019731057425105,0.0211737173399279,0.0197467017128745,0.0314767102500555
-0.0301790107868853,-0.0181283249197837,-0.00836482716318088,0,0.0375297391178461,0.0394493098849591,0.0435050378926312,0.0483242431768005,0.00212101378659093,0,0,0.0133969419523396,0.00684811772670735,0.00717456203778906,0.00717456203778906,0.0132768186600287
-0.0580565151572229,-0.0427631578947368,-0.0307497159165985,-0.00600653966448673,0.0539878647967703,0.056148727487367,0.060608849246689,0.0753088262939468,7.49270496689779e-05,0,0,0,0.000570627409770731,0.00057561114989469,0.00057561114989469,0.00057561114989469
-0.105795053364913,-0.0969827136810059,-0.0869868782693502,-0.0602640167267172,0.0603044223532834,0.0609560751310183,0.0632184854406527,0.075802825770354,0.00311196702471324,0,0,0,0.0193410624784937,0.0195941556909184,0.0195941556909184,0.0195941556909184
-0.357495518629793,-0.35375306228999,-0.336615565704067,-0.271395843038653,0.0504728006741912,0.0506139205885286,0.0546950601578709,0.10048849872976,0,0,0,0,0,0,0,0
-0.892921469211499,-0.8956424109242,-0.873852761308996,-0.867347300193033,0.018865192065016,0.0190640000458069,0.0269489279069381,0.0319694449387265,0,0,0,0,0,0,0,0
-0.999927975354711,-0.999936191934661,-0.999904530049167,-0.999888255671025,2.41332625664807e-05,2.5518165565768e-05,3.37975741282158e-05,4.67897791782672e-05,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
