"x"
0
0
0
0
0
0
0
0
0
0
-6.4389252732974e-05
-0.00483498282123882
-0.0218658199909676
-0.0656534866866554
-0.0674555997046344
-0.146917220233535
-0.427565865391246
-0.923322711457752
-0.999843193573973
0
-0.0487684729064039
0
0
0
