"x"
0
0
0
0
0
0
0
0
0
-0.00200401530994517
-0.00441370343320606
-0.0186034808076766
-0.0295006668118192
-0.052113913106922
-0.0387550904989133
-0.115818611951328
-0.378536441125673
-0.937912281346086
-0.999857979889141
0
-0.0632183908045977
0
0
0
