"UPstat.media","UPstat.q50.50.","UPstat.q75.75.","UPstat.q90.90.","UPstat.desvio_Media","UPstat.desvio_q50","UPstat.desvio_q75","UPstat.desvio_q90","DNstat.media","DNstat.q50.50.","DNstat.q75.75.","DNstat.q90.90.","DNstat.desvio_Media","DNstat.desvio_q50","DNstat.desvio_q75","DNstat.desvio_q90"
-0.0589672204906292,-0.020491168880179,0,0,0.0789779363437863,0.0879993921646434,0.0988718860772255,0.0988718860772255,0.0234648981767721,0,0.0397985556952152,0.120877131217415,0.042497090238182,0.0486442576226375,0.0455792885456208,0.107058965155749
-0.0709040371315862,-0.0145849133656146,0,0,0.101960293148124,0.11671928487337,0.124545106499885,0.124545106499885,0.0421894176500748,0,0.0717209981823432,0.234862021044272,0.072423230083168,0.0840017759158106,0.0783105277366405,0.207410540609943
-0.0912096561012729,-0.0456907656090374,0,0,0.105428455480576,0.11499338657883,0.139929666233762,0.139929666233762,0.0517911786155574,0,0.0528215411057003,0.389969592202274,0.121151133161505,0.131935520625729,0.121155591445716,0.362006400033318
-0.0970731241225492,-0.0515382936940869,0,0,0.116710363531728,0.125423704063675,0.152347692895102,0.152347692895102,0.0372677130018857,0,0.0748774910160079,0.183464367233071,0.0706264676565929,0.0800084165853923,0.080171123509223,0.163513096278153
-0.0800367284932286,-0.0492258832870186,0,0,0.10198894023697,0.106619447768667,0.130076922094215,0.130076922094215,0.0614458793992819,0,0.10755772005772,0.335039472542726,0.115894217870736,0.131427943600309,0.124880243137126,0.299329488089475
-0.0952105629239805,-0.0484091352723014,0,0,0.122791218052934,0.131554112321533,0.155890251493827,0.155890251493827,0.0488828128300612,0,0.054290053151101,0.257841247590678,0.10744664163451,0.118221113837429,0.107584998945679,0.236589173057496
-0.110463518256573,-0.0773235547104893,0,0,0.125429345931283,0.129807725788864,0.167775991057243,0.167775991057243,0.0441428825042736,0,0.0686945941248044,0.216615384615385,0.0833913079642537,0.0945351267030081,0.0869912178901078,0.192931975786325
-0.146923055545463,-0.0106993424985057,0,0,0.197472741727482,0.240578351833091,0.246901957205309,0.246901957205309,0.173161883527194,0,0.334886852053234,0.790172902217447,0.280169716298302,0.33016081102088,0.324205019113384,0.682551580504307
-0.00223872772110524,0,0,0,0.0170496423697453,0.0171985503705218,0.0171985503705218,0.0171985503705218,0.668656099556004,0.576642500112577,0.93603246249943,1.66894891682268,0.492110278701781,0.500786944735735,0.561174534781221,1.12263635346566
-0.0658847017519987,0,0,0,0.101478984136764,0.121305121185235,0.121305121185235,0.121305121185235,0.141702824420272,0.0087235288677908,0.337240622505986,0.682170360078186,0.224753901880463,0.261740417544227,0.299031999791204,0.589698334226561
-0.0601300424181808,-0.0351590106007068,0,0,0.0730166224074052,0.0772393623363838,0.0949235540523602,0.0949235540523602,0.0379632646631135,0,0.0686264308012488,0.15396370582617,0.0691125309361011,0.0790128835876432,0.0757183395810681,0.135899655089593
-0.0862011653258258,-0.0764069804789265,0,0,0.0884142007406712,0.0889644865252669,0.124008362287616,0.124008362287616,0.0325749991945794,0,0.00188516999603129,0.137418728486952,0.0986939919682124,0.104020435247033,0.103435456324402,0.144656687952649
-0.0994415871385369,-0.100147161335295,0,0,0.0979439840314765,0.0979465700106528,0.140196783074077,0.140196783074077,0.0236644061598909,0,0.033477195847428,0.142802474647618,0.0541501695999121,0.0591782867297157,0.0550474433753195,0.131814777844164
-0.100173431623999,-0.0498827055910334,0,0,0.122185835132304,0.132298551048497,0.158556432750316,0.158556432750316,0.0423920879781422,0,0.0771955639118233,0.185998978027593,0.0930024607346559,0.102362467268043,0.0994081998633258,0.172145875691108
-0.0668485347727134,-0.0151162360941716,0,0,0.0934778050454533,0.107057377975258,0.115261551914232,0.115261551914232,0.0683424345629968,0,0.141627177467797,0.295139936316407,0.12229418118888,0.140386954578208,0.142901162651873,0.259413528823634
-0.0342299921423544,0,0,0,0.0704941134769176,0.0784962954751,0.0784962954751,0.0784962954751,0.129328728862532,0.0422024593438791,0.251309997904003,0.58315554200955,0.187292881231381,0.206888340434914,0.22409617575596,0.494621786374792
-0.0218585302625912,0,0,0,0.0508878706957968,0.0554594726234451,0.0554594726234451,0.0554594726234451,0.21480724635584,0.145075703976227,0.394216945694013,0.659731971920868,0.249397892742696,0.259127581924814,0.308142577506387,0.513449382015763
-0.0289284958905601,0,0,0,0.0596963736149291,0.0664469458617901,0.0664469458617901,0.0664469458617901,0.15780546672605,0.0875440478014402,0.298797868385178,0.521234100704299,0.191823167668216,0.204497928684774,0.238796433940674,0.413755603174452
-0.0379663000004149,0,0,0,0.0681771788476415,0.0781975451741916,0.0781975451741916,0.0781975451741916,0.102200738767348,0.0873158866717716,0.185544342335232,0.320019769561054,0.119105847143764,0.120048526199268,0.145788276174612,0.249927396866738
-0.0551136805103135,-0.0186767793052076,0,0,0.0715512569056567,0.0804395561918407,0.0906112020104334,0.0906112020104334,0.0438033247077991,0,0.0564700353753574,0.223757974096269,0.0776654797249492,0.0893550219529574,0.0787095110797477,0.197442997447953
-0.0569565132887373,0,0,0,0.0826662517195785,0.100671081444124,0.100671081444124,0.100671081444124,0.0754784319764933,0.00619488375482837,0.16046640755136,0.304716556995136,0.10338107656736,0.12478810543432,0.134303095685548,0.253297644774602
-0.0465716609067605,0,0,0,0.0743886213680186,0.0879808945720295,0.0879808945720295,0.0879808945720295,0.0827314039224869,0.0221315274487589,0.143303171920056,0.323518182685883,0.127380687470048,0.141289106709394,0.141276841594598,0.274264972332915
-0.0730809358602302,-0.0509445843828714,0,0,0.0859658173918167,0.0888185601357347,0.113245942966801,0.113245942966801,0.0487815294862893,0,0.11724515939886,0.209947706203946,0.0781358330115278,0.0923395584125837,0.10428187668062,0.18037582582295
-0.0895233233463249,-0.0817734731770964,0,0,0.0982569555612447,0.0985674549795064,0.133452083887529,0.133452083887529,0.029667779805906,0,0.0676386025034124,0.161595240412016,0.0538483833866501,0.0616057404509062,0.0660812092419609,0.143561316468762
