eol86_prev
19.615596
19.86181469
19.64678479
19.7991726
18.32375449
14.00193026
11.28331023
8.24857541
8.865189436
7.127750629
12.72568195
13.70216102
11.57349696
13.79788759
14.34462064
16.69704905
12.93814013
7.131834117
15.7777783
13.88637554
14.50930393
16.16169043
15.74665469
17.57053062
