ufv7_prev
0
0
0
0
0
0.083472
5.612928
16.798176
28.170672
35.76392882
41.44419824
42.49897049
40.52267104
38.683632
28.47133531
19.2111558
7.955475162
0.387217889
0
0
0
0
0
0
