eol78_ver
21.05325133
20.606614
13.92163267
11.62019133
10.95719333
8.364178667
5.27814
2.707324667
0.856496667
0.255789333
0.010934
0.004638667
0
0
0
0.235909333
0.592424
0.202444667
2.426022667
5.507422667
3.939553333
5.614112
7.644522667
4.690354667
