ufv1_prev
0
0
0
0
0
0
2.087387248
20.6658877
33.86279532
36.02491311
36.44917041
38.35769013
38.11340812
35.64523045
28.4660052
26.99188675
19.68136171
1.654508175
0
0
0
0
0
0
