eol95_ver
60.711532
66.844512
55.926416
50.606528
53.3778
49.324268
49.980308
42.7917
29.831928
22.009148
15.492484
13.611836
12.90212
6.528592
5.97394
4.717524
9.3436
38.919076
71.999396
88.531604
81.484144
94.825612
102.087776
106.296372
