ufv2_prev
0
0
0
0
0
0
6.263773965
54.52636304
97.79796984
108.7272781
103.8674974
109.1206635
103.8545357
101.5319947
96.50151097
85.04763802
42.3712988
5.326022254
0
0
0
0
0
0
