eol13_prev
92.47695838
101.1181631
103.0722075
100.2721463
95.50860372
90.79325068
89.76077281
79.12764797
79.00333633
79.63342747
72.28540793
54.90051087
39.98100948
25.60671532
9.855841333
20.27124891
17.77899363
20.44773495
50.19731253
58.21214513
74.92479846
77.13906498
74.26626581
73.73186131
