eol61_ver
113.602272
111.005944
111.86476
108.4454
91.7462
84.026796
63.723352
55.139168
78.99318
94.752056
86.55752
77.80038
78.561784
86.708608
89.533556
100.825396
83.533772
72.476516
70.98154
59.298064
79.685004
75.744788
71.933792
70.16646
