ufv9_prev
0
0
0
0
0
0.384967704
12.34018263
41.5274067
62.461872
75.438384
78.34580417
79.16680015
79.45186362
70.87885296
62.21278802
44.76324077
17.00444806
0.893597346
0
0
0
0
0
0
