eol24_ver
167.779248
157.29056
159.515132
135.460332
91.121968
47.358136
12.78284
12.220236
44.288664
87.905384
71.16046
48.540996
45.368148
104.15132
128.726976
132.734784
147.923104
148.223292
160.855044
167.069532
156.97248
191.33506
193.078536
185.17226
