ufv5_prev
0
0
0
0
0
0
10.75332091
183.8277106
331.4428433
537.512267
562.9420645
552.0853198
451.1953315
431.2920482
411.3029701
421.9321139
261.909592
16.20662492
0.000396445
0.000686803
0
0
0
0
