eol31_ver
85.887564
86.817948
66.12088
50.022056
61.633964
45.630564
29.863736
29.161972
32.696636
44.334388
58.015804
78.541904
88.70456
82.804176
81.285344
91.603064
75.390924
62.633928
70.884128
76.386912
75.005252
64.228304
60.79304
57.11524
