eol44_ver
93.857953
91.166201
81.142705
88.439659
74.270189
85.635585
84.598843
75.82232
70.95172
57.188796
51.887297
37.631349
26.587015
25.484172
18.539591
19.595219
21.886886
18.811947
26.815138
52.36392
67.289327
85.773751
98.311073
92.262583
