eol6_ver
36.046416
29.83988
18.621596
21.869988
24.977232
29.301132
26.07262
20.870024
13.536292
13.888168
15.359288
13.037304
11.615884
15.5064
13.261948
11.343528
17.738924
39.002572
55.401584
71.57794
74.715004
81.822104
86.714572
68.752992
