eol93_prev
55.04018369
49.16205103
54.58391266
55.07415851
49.56967673
50.7164392
51.44277631
49.1797763
48.68471515
34.12924978
23.66062569
23.58097625
7.945437973
6.977623811
7.663433129
11.71003408
15.49835102
8.045068338
26.13330481
46.02220218
46.54660143
39.32460735
52.21730583
62.19846506
