"x"
0
0
0
0
0
0
0
0
0
0
-0.000413910069602216
-0.013452258456123
-0.0194579116049142
-0.0434878570183479
-0.0809795351265984
-0.155327116453669
-0.422950013951765
-0.903217128425429
-0.999720063071177
0
0
0
0
0
