eol73_prev
126.7800233
129.7959085
135.2650986
135.8410893
121.8118956
122.9942358
104.8472132
115.1555952
158.0753897
156.3386317
156.4297858
108.1698311
125.6386258
113.655948
132.7939036
157.167705
143.068387
162.0276953
140.3303956
155.1948487
147.8185157
141.1134404
128.2061918
112.4410019
