eol9_ver
55.129228
41.674444
56.065576
63.965888
62.180664
49.803376
43.415932
36.919148
41.408052
29.29318
32.708564
28.959196
25.442424
24.9991
22.800372
25.482184
36.776012
58.145024
70.995456
70.377188
74.665304
61.993792
48.366052
56.683844
