ufv4_prev
0
0
0
0
0
0
8.275575339
72.64804276
105.0253251
114.9200106
110.3645021
107.5512157
112.2831571
107.3117784
95.99376157
85.69167507
64.00500447
7.322976
0
0
0
0
0
0
