eol70_ver
130.056948
133.476308
122.108924
118.260156
132.563816
117.276096
108.630284
119.381388
164.799236
191.410604
170.516724
156.121616
154.386092
146.628916
175.365456
183.339324
180.005448
161.8729
158.535048
167.66792
205.153648
227.681664
220.93638
227.349668
