ufv6_prev
0
0
0
0
0
0
0.013868852
15.66616576
51.21740671
128.7145894
208.0668858
234.8554064
243.4092708
181.7369752
113.3689004
91.86950742
41.08850625
7.586067843
0
0
0
0
0
0
