eol73_ver
112.322
122.060218
117.271126
120.357496
125.520332
100.091824
91.3486
90.658764
153.373206
158.058922
166.154058
173.854576
173.581226
176.393252
174.836648
175.06328
157.197124
161.33117
153.143592
136.147186
143.093258
154.990444
129.545038
127.552068
