eol2_ver
17.247888
15.14856
16.214128
22.178128
22.728804
18.470508
17.758804
12.138728
6.942096
5.44712
3.475024
2.252404
3.401468
3.910396
4.753308
7.44506
11.345516
18.691176
38.350508
38.654672
34.7403
39.9091
41.924932
42.262892
