"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
0,0,0,0,0,0,0,0,0,1,1,0.849600650303521,0.67938517043313,0.406391749516146,0.373592378265244,0.605747003345848,0.598970362320416,0.312385497811151,0.518741131134365,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.150399349696479,0.32061482956687,0.593608250483854,0.626407621734756,0.394252996654153,0.401029637679584,0.687614502188849,0.481258868865635,0,0,0,0,0
