"UPstat.media","UPstat.q50.50.","UPstat.q75.75.","UPstat.q90.90.","UPstat.desvio_Media","UPstat.desvio_q50","UPstat.desvio_q75","UPstat.desvio_q90","DNstat.media","DNstat.q50.50.","DNstat.q75.75.","DNstat.q90.90.","DNstat.desvio_Media","DNstat.desvio_q50","DNstat.desvio_q75","DNstat.desvio_q90"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6688.56363636364,6878,7649,8681,1386.89862861732,1400.01374993248,1692.0425526564,2442.70451207946
0,0,0,0,0,0,0,0,12.8447236161599,12.3149525519364,14.4509376362843,16.9065679925994,2.08307658064269,2.1505959128131,2.63949007953779,4.59818627652805
0,0,0,0,0,0,0,0,0.786592878429696,0.774328523096044,0.827014028056112,1.10626755788046,0.136792745402476,0.137351574649023,0.142745862887315,0.350423455952819
0,0,0,0,0,0,0,0,0.217264972984677,0.199899807828129,0.255607493568142,0.306381547047706,0.063365706976444,0.0657445512689506,0.0742467957871863,0.110018390702877
0,0,0,0,0,0,0,0,0.0778581661231741,0.0767668297901561,0.095236291745885,0.121424199471684,0.0249456049233304,0.0249699074050312,0.0304938523944786,0.0505512670582121
-0.00276665025787976,0,0,0,0.00896315813847592,0.00938758991279889,0.00938758991279889,0.00938758991279889,0.0311743330412415,0.0305224477620035,0.0448756142183218,0.0792653422837088,0.0224145070569519,0.0224241507389709,0.0263330335398331,0.0534390285580789
-0.0224602433478426,0,0,0,0.0464190134137382,0.0516530498363408,0.0516530498363408,0.0516530498363408,0.00843921941866809,0.00511574542754944,0.0108834666599795,0.0423042671361853,0.0126235351952502,0.013061121718106,0.0128620682032528,0.0364186095738876
-0.0471208908999429,-0.0312516226179968,-0.0185281656990428,0,0.0518068869642245,0.0542236604020012,0.0592945220689102,0.070308505192687,0.0016252050663533,0,0,0.00507107598521842,0.00750624107999113,0.0076831819649251,0.0076831819649251,0.00827200083370848
-0.0788497831709977,-0.0787822371637323,-0.0633066066230985,0,0.0501821760335031,0.0501822222900083,0.0525745143165875,0.094045809747226,0.00713041341151241,0,0,0.0585017075371489,0.024700930780732,0.0257268489271538,0.0257268489271538,0.0574059601450595
-0.193009738250598,-0.174099661913862,-0.141770092205596,-0.127543289121959,0.0651529974058475,0.0678905450953482,0.0831807357067997,0.0927908224743698,0,0,0,0,0,0,0,0
-0.419257081757722,-0.432246398965767,-0.362661573229195,-0.284708097928437,0.0778939823656406,0.0789893621855908,0.0965910960931961,0.156544403363307,0,0,0,0,0,0,0,0
-0.894193708215272,-0.900276756952951,-0.869892251909378,-0.850852335949439,0.0265110014531225,0.0272125325844194,0.0361155131120866,0.0511477693909681,0,0,0,0,0,0,0,0
-0.99988003762288,-0.999884158702578,-0.99985038898863,-0.99982174688057,3.93096541665621e-05,3.95290616392659e-05,4.94021150374274e-05,7.07529643830733e-05,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
