eol21_ver
44.115708
39.986632
21.11256
33.543524
50.680084
46.592756
42.63266
36.314796
20.196092
14.669452
5.415312
1.71962
1.80908
6.377504
10.530436
15.444772
25.780384
52.179036
80.313212
83.094424
85.988952
79.869888
88.452084
97.032292
