ufv10_prev
0
0
0
0
0
0.003254557
50.95234836
290.094168
419.5668217
444.8338683
448.7622914
445.8938907
445.1803118
436.4060724
406.9888881
369.9134569
271.324608
33.83274027
0
0
0
0
0
0
