ufv6_ver
0
0
0
0
0
0
0
8.3818296
29.17894608
128.1195259
129.6750154
99.07736112
126.3795408
79.60988592
35.45498016
73.61059536
26.65962576
5.3599176
0
0
0
0
0
0
