ufv3_prev
0
0
0
0
0
0
10.25586255
137.7140805
245.6302473
297.4439103
322.1960396
330.1330174
324.6035614
303.9800596
284.7286426
227.9388063
146.0992012
17.45638496
0
0
0
0
0
0
