ufv8_prev
0
0
0
0
0
0.330801979
16.09280679
39.75491768
46.89244011
49.83330586
50.70664251
48.73444042
44.15106649
40.91019305
35.1302101
28.50504079
14.50411987
1.124865982
0
0
0
0
0
0
