 ICUT ,TP.ENTID,ID.ENT,   NomeEntid   ,TP.COEF,ILAG ,IPAT ,     Val.Coef      ,      Unid      
1, RHS    ,0,      -        ,  RHS  ,0,0,112984182.6,  1000$         
1, USIH   ,1, CAMARGOS      , VARM  ,0,1,-372.886, (1000$/hm3)    
1, USIH   ,2, ITUTINGA      , VARM  ,0,1,-361.109, (1000$/hm3)    
1, USIH   ,4, FUNIL-GRANDE  , VARM  ,0,1,-345.917, (1000$/hm3)    
1, USIH   ,24, EMBORCACAO    , VARM  ,0,1,-265.294, (1000$/hm3)    
1, USIH   ,27, CAPIM BRANC1  , VARM  ,0,1,-257.249, (1000$/hm3)    
1, USIH   ,28, CAPIM BRANC2  , VARM  ,0,1,-226.362, (1000$/hm3)    
1, USIH   ,25, NOVA PONTE    , VARM  ,0,1,-351.665, (1000$/hm3)    
1, USIH   ,33, SAO SIMAO     , VARM  ,0,1,-141.887, (1000$/hm3)    
1, USIH   ,156, TRES MARIAS   , VARM  ,0,1,-169.021, (1000$/hm3)    
1, USIH   ,134, SALTO GRANDE  , VARM  ,0,1,-24.764, (1000$/hm3)    
1, USIH   ,10, IGARAPAVA     , VARM  ,0,1,-197.928, (1000$/hm3)    
1, USIH   ,143, AIMORES       , VARM  ,0,1,-14.961, (1000$/hm3)    
1, USIH   ,162, QUEIMADO      , VARM  ,0,1,-237.344, (1000$/hm3)    
1, USIH   ,148, IRAPE         , VARM  ,0,1,-127.789, (1000$/hm3)    
1, USIH   ,217, ROSAL         , VARM  ,0,1,0, (1000$/hm3)    
1, USIH   ,193, SA CARVALHO   , VARM  ,0,1,-24.764, (1000$/hm3)    
1, USIH   ,141, BAGUARI       , VARM  ,0,1,-24.764, (1000$/hm3)    
1, USIH   ,14, CACONDE       , VARM  ,0,1,-270.202, (1000$/hm3)    
1, USIH   ,18, A. VERMELHA   , VARM  ,0,1,-131.167, (1000$/hm3)    
1, USIH   ,37, BARRA BONITA  , VARM  ,0,1,-165.717, (1000$/hm3)    
1, USIH   ,40, PROMISSAO     , VARM  ,0,1,-132.077, (1000$/hm3)    
1, USIH   ,42, NAVANHANDAVA  , VARM  ,0,1,-119.046, (1000$/hm3)    
1, USIH   ,15, E. DA CUNHA   , VARM  ,0,1,-218.577, (1000$/hm3)    
1, USIH   ,16, A.S.OLIVEIRA  , VARM  ,0,1,-175.1, (1000$/hm3)    
1, USIH   ,38, A.S. LIMA     , VARM  ,0,1,-154.592, (1000$/hm3)    
1, USIH   ,39, IBITINGA      , VARM  ,0,1,-142.888, (1000$/hm3)    
1, USIH   ,62, TAQUARUCU     , VARM  ,0,1,-80.848, (1000$/hm3)    
1, USIH   ,63, ROSANA        , VARM  ,0,1,-67.808, (1000$/hm3)    
1, USIH   ,52, CANOAS I      , VARM  ,0,1,-110.624, (1000$/hm3)    
1, USIH   ,51, CANOAS II     , VARM  ,0,1,-118.072, (1000$/hm3)    
1, USIH   ,47, A.A. LAYDNER  , VARM  ,0,1,-203.498, (1000$/hm3)    
1, USIH   ,49, CHAVANTES     , VARM  ,0,1,-173.283, (1000$/hm3)    
1, USIH   ,61, CAPIVARA      , VARM  ,0,1,-104.397, (1000$/hm3)    
1, USIH   ,50, L.N. GARCEZ   , VARM  ,0,1,-127.12, (1000$/hm3)    
1, USIH   ,45, JUPIA         , VARM  ,0,1,-78.369, (1000$/hm3)    
1, USIH   ,44, I. SOLT. EQV  , VARM  ,0,1,-103.017, (1000$/hm3)    
1, USIH   ,46, P. PRIMAVERA  , VARM  ,0,1,-66.144, (1000$/hm3)    
1, USIH   ,120, JAGUARI       , VARM  ,0,1,-243.07, (1000$/hm3)    
1, USIH   ,121, PARAIBUNA     , VARM  ,0,1,-275.602, (1000$/hm3)    
1, USIH   ,6, FURNAS        , VARM  ,0,1,-324.534, (1000$/hm3)    
1, USIH   ,7, M. DE MORAES  , VARM  ,0,1,-279.03, (1000$/hm3)    
1, USIH   ,8, ESTREITO      , VARM  ,0,1,-257.586, (1000$/hm3)    
1, USIH   ,12, P. COLOMBIA   , VARM  ,0,1,-173.246, (1000$/hm3)    
1, USIH   ,17, MARIMBONDO    , VARM  ,0,1,-162.428, (1000$/hm3)    
1, USIH   ,31, ITUMBIARA     , VARM  ,0,1,-201.939, (1000$/hm3)    
1, USIH   ,30, CORUMBA I     , VARM  ,0,1,-237.029, (1000$/hm3)    
1, USIH   ,251, SERRA MESA    , VARM  ,0,1,-136.462, (1000$/hm3)    
1, USIH   ,278, MANSO         , VARM  ,0,1,-31.548, (1000$/hm3)    
1, USIH   ,123, FUNIL         , VARM  ,0,1,-47.534, (1000$/hm3)    
1, USIH   ,129, SIMPLICIO     , VARM  ,0,1,-14.279, (1000$/hm3)    
1, USIH   ,20, BATALHA       , VARM  ,0,1,-323.378, (1000$/hm3)    
1, USIH   ,287, STO ANTONIO   , VARM  ,0,1,2.893, (1000$/hm3)    
1, USIH   ,257, PEIXE ANGIC   , VARM  ,0,1,0, (1000$/hm3)    
1, USIH   ,122, SANTA BRANCA  , VARM  ,0,1,-233.353, (1000$/hm3)    
1, USIH   ,124, LAJES         , VARM  ,0,1,-51.228, (1000$/hm3)    
1, USIH   ,130, ILHA POMBOS   , VARM  ,0,1,-14.666, (1000$/hm3)    
1, USIH   ,131, NILO PECANHA  , VARM  ,0,1,-53.796, (1000$/hm3)    
1, USIH   ,133, P. PASSOS     , VARM  ,0,1,104.958, (1000$/hm3)    
1, USIH   ,125, STA CECILIA   , VARM  ,0,1,-14.279, (1000$/hm3)    
1, USIH   ,180, TOCOS         , VARM  ,0,1,-51.228, (1000$/hm3)    
1, USIH   ,181, SANTANA       , VARM  ,0,1,-26.628, (1000$/hm3)    
1, USIH   ,182, VIGARIO       , VARM  ,0,1,-53.796, (1000$/hm3)    
1, USIH   ,183, FONTES A      , VARM  ,0,1,-51.228, (1000$/hm3)    
1, USIH   ,184, FONTES BC     , VARM  ,0,1,-51.228, (1000$/hm3)    
1, USIH   ,107, EDGARD SOUZA  , VARM  ,0,1,-165.526, (1000$/hm3)    
1, USIH   ,108, TRAICAO       , VARM  ,0,1,-165.525, (1000$/hm3)    
1, USIH   ,109, PEDREIRA      , VARM  ,0,1,-333.405, (1000$/hm3)    
1, USIH   ,117, GUARAPIRANGA  , VARM  ,0,1,-333.457, (1000$/hm3)    
1, USIH   ,118, BILLINGS      , VARM  ,0,1,-348.364, (1000$/hm3)    
1, USIH   ,119, HENRY BORDEN  , VARM  ,0,1,-713163.794, (1000$/hm3)    
1, USIH   ,32, CACH.DOURADA  , VARM  ,0,1,-159.703, (1000$/hm3)    
1, USIH   ,11, VOLTA GRANDE  , VARM  ,0,1,-188.549, (1000$/hm3)    
1, USIH   ,135, P. ESTRELA    , VARM  ,0,1,-35.949, (1000$/hm3)    
1, USIH   ,139, CANDONGA      , VARM  ,0,1,-24.764, (1000$/hm3)    
1, USIH   ,262, SALTO         , VARM  ,0,1,-129.26, (1000$/hm3)    
1, USIH   ,89, GARIBALDI     , VARM  ,0,1,-263.231, (1000$/hm3)    
1, USIH   ,144, MASCARENHAS   , VARM  ,0,1,0, (1000$/hm3)    
1, USIH   ,66, ITAIPU        , VARM  ,0,1,-58.452, (1000$/hm3)    
1, USIH   ,110, ERNESTINA     , VARM  ,0,1,-137.289, (1000$/hm3)    
1, USIH   ,111, PASSO REAL    , VARM  ,0,1,-137.33, (1000$/hm3)    
1, USIH   ,112, JACUI         , VARM  ,0,1,-119.668, (1000$/hm3)    
1, USIH   ,113, ITAUBA        , VARM  ,0,1,-70.568, (1000$/hm3)    
1, USIH   ,114, D. FRANCISCA  , VARM  ,0,1,-20.579, (1000$/hm3)    
1, USIH   ,74, G.B. MUNHOZ   , VARM  ,0,1,-259.614, (1000$/hm3)    
1, USIH   ,76, SEGREDO       , VARM  ,0,1,-188.423, (1000$/hm3)    
1, USIH   ,82, SALTO CAXIAS  , VARM  ,0,1,-36.034, (1000$/hm3)    
1, USIH   ,115, G.P. SOUZA    , VARM  ,0,1,-380.018, (1000$/hm3)    
1, USIH   ,73, JORDAO        , VARM  ,0,1,-187.704, (1000$/hm3)    
1, USIH   ,71, STA CLARA PR  , VARM  ,0,1,-284.669, (1000$/hm3)    
1, USIH   ,72, FUNDAO        , VARM  ,0,1,-237.209, (1000$/hm3)    
1, USIH   ,57, MAUA          , VARM  ,0,1,-167.761, (1000$/hm3)    
1, USIH   ,77, SLT.SANTIAGO  , VARM  ,0,1,-133.861, (1000$/hm3)    
1, USIH   ,78, SALTO OSORIO  , VARM  ,0,1,-74.444, (1000$/hm3)    
1, USIH   ,93, PASSO FUNDO   , VARM  ,0,1,-188.069, (1000$/hm3)    
1, USIH   ,91, MACHADINHO    , VARM  ,0,1,-140.893, (1000$/hm3)    
1, USIH   ,92, ITA           , VARM  ,0,1,-84.893, (1000$/hm3)    
1, USIH   ,252, CANA BRAVA    , VARM  ,0,1,-37.852, (1000$/hm3)    
1, USIH   ,253, SAO SALVADOR  , VARM  ,0,1,-12.993, (1000$/hm3)    
1, USIH   ,267, ESTREITO TOC  , VARM  ,0,1,0, (1000$/hm3)    
1, USIH   ,281, PONTE PEDRA   , VARM  ,0,1,0, (1000$/hm3)    
1, USIH   ,9, JAGUARA       , VARM  ,0,1,-223.216, (1000$/hm3)    
1, USIH   ,26, MIRANDA       , VARM  ,0,1,-295.132, (1000$/hm3)    
1, USIH   ,86, BARRA GRANDE  , VARM  ,0,1,-221.034, (1000$/hm3)    
1, USIH   ,90, CAMPOS NOVOS  , VARM  ,0,1,-239.712, (1000$/hm3)    
1, USIH   ,97, CASTRO ALVES  , VARM  ,0,1,-87.72, (1000$/hm3)    
1, USIH   ,98, MONTE CLARO   , VARM  ,0,1,-40.827, (1000$/hm3)    
1, USIH   ,99, 14 DE JULHO   , VARM  ,0,1,-19.743, (1000$/hm3)    
1, USIH   ,103, FOZ CHAPECO   , VARM  ,0,1,-28.119, (1000$/hm3)    
1, USIH   ,169, SOBRADINHO    , VARM  ,0,1,-143.797, (1000$/hm3)    
1, USIH   ,172, ITAPARICA     , VARM  ,0,1,-131.804, (1000$/hm3)    
1, USIH   ,173, MOXOTO        , VARM  ,0,1,-104.973, (1000$/hm3)    
1, USIH   ,174, P.AFONSO 123  , VARM  ,0,1,-93.595, (1000$/hm3)    
1, USIH   ,175, P.AFONSO 4    , VARM  ,0,1,-104.973, (1000$/hm3)    
1, USIH   ,178, XINGO         , VARM  ,0,1,-41.44, (1000$/hm3)    
1, USIH   ,190, B. ESPERANCA  , VARM  ,0,1,0.588, (1000$/hm3)    
1, USIH   ,189, P. CAVALO     , VARM  ,0,1,-50.097, (1000$/hm3)    
1, USIH   ,275, TUCURUI       , VARM  ,0,1,0, (1000$/hm3)    
1, USIH   ,272, CURUA-UNA     , VARM  ,0,1,0, (1000$/hm3)    
1, USIH   ,279, SAMUEL        , VARM  ,0,1,1.456, (1000$/hm3)    
1, USIH   ,280, COARACY NUNE  , VARM  ,0,1,0, (1000$/hm3)    
1, USIH   ,204, CACH.CALDEIR  , VARM  ,0,1,0, (1000$/hm3)    
1, USIH   ,127, SOBRAGI       , VARM  ,0,1,-54.008, (1000$/hm3)    
1, USIH   ,126, PICADA        , VARM  ,0,1,-120.075, (1000$/hm3)    
1, USIH   ,283, STA CLARA MG  , VARM  ,0,1,-27.739, (1000$/hm3)    
1, USIH   ,261, LAJEADO       , VARM  ,0,1,0, (1000$/hm3)    
1, USIH   ,48, PIRAJU        , VARM  ,0,1,-186.485, (1000$/hm3)    
1, USIH   ,249, OURINHOS      , VARM  ,0,1,-132.856, (1000$/hm3)    
1, USIH   ,241, SLT VERDINHO  , VARM  ,0,1,-102.717, (1000$/hm3)    
1, USIH   ,304, ITIQUIRA I    , VARM  ,0,1,0, (1000$/hm3)    
1, USIH   ,305, ITIQUIRA II   , VARM  ,0,1,0, (1000$/hm3)    
1, USIH   ,196, GUAPORE       , VARM  ,0,1,-82.876, (1000$/hm3)    
1, USIH   ,195, JAURU         , VARM  ,0,1,-55.609, (1000$/hm3)    
1, USIH   ,95, QUEBRA QUEIX  , VARM  ,0,1,-65.462, (1000$/hm3)    
1, USIH   ,203, CORUMBA III   , VARM  ,0,1,-256.193, (1000$/hm3)    
1, USIH   ,154, ITAPEBI       , VARM  ,0,1,-41.627, (1000$/hm3)    
1, USIH   ,310, DARDANELOS    , VARM  ,0,1,0.477, (1000$/hm3)    
1, USIH   ,29, CORUMBA IV    , VARM  ,0,1,-293.415, (1000$/hm3)    
1, USIH   ,94, MONJOLINHO    , VARM  ,0,1,-61.622, (1000$/hm3)    
1, USIH   ,215, SALTO PILAO   , VARM  ,0,1,-107.777, (1000$/hm3)    
1, USIH   ,155, RETIRO BAIXO  , VARM  ,0,1,-189.03, (1000$/hm3)    
1, USIH   ,311, CACU          , VARM  ,0,1,-103.11, (1000$/hm3)    
1, USIH   ,312, B. COQUEIROS  , VARM  ,0,1,-102.214, (1000$/hm3)    
1, USIH   ,315, FOZ R. CLARO  , VARM  ,0,1,-102.555, (1000$/hm3)    
1, USIH   ,21, SERRA FACAO   , VARM  ,0,1,-302.966, (1000$/hm3)    
1, USIH   ,290, ESPORA        , VARM  ,0,1,-102.835, (1000$/hm3)    
1, USIH   ,101, SAO JOSE      , VARM  ,0,1,-28.382, (1000$/hm3)    
1, USIH   ,276, RONDON II     , VARM  ,0,1,-4.809, (1000$/hm3)    
1, USIH   ,102, PASSO S JOAO  , VARM  ,0,1,-16.203, (1000$/hm3)    
1, USIH   ,277, BALBINA       , VARM  ,0,1,-12.334, (1000$/hm3)    
1, USIH   ,285, JIRAU         , VARM  ,0,1,2.893, (1000$/hm3)    
1, USIH   ,286, STO ANT JARI  , VARM  ,0,1,0, (1000$/hm3)    
1, USIH   ,284, FERREIRA GOM  , VARM  ,0,1,0, (1000$/hm3)    
1, USIH   ,229, TELES PIRES   , VARM  ,0,1,0, (1000$/hm3)    
1, USIH   ,192, GUILMAN-AMOR  , VARM  ,0,1,-86.514, (1000$/hm3)    
1, USIH   ,230, SAO MANOEL    , VARM  ,0,1,0, (1000$/hm3)    
1, USIH   ,288, BELO MONTE    , VARM  ,0,1,0, (1000$/hm3)    
1, USIH   ,314, PIMENTAL      , VARM  ,0,1,0, (1000$/hm3)    
1, USIHTV ,156, TRES MARIAS   , QDEFP ,1,1,-143.935, (1000$/hm3)    
1, USIHTV ,156, TRES MARIAS   , QDEFP ,2,1,-143.935, (1000$/hm3)    
1, USIHTV ,156, TRES MARIAS   , QDEFP ,3,1,0, (1000$/hm3)    
1, USIHTV ,162, QUEIMADO      , QDEFP ,1,1,-143.814, (1000$/hm3)    
1, USIHTV ,162, QUEIMADO      , QDEFP ,2,1,-143.814, (1000$/hm3)    
1, USIHTV ,162, QUEIMADO      , QDEFP ,3,1,0, (1000$/hm3)    
1, SIST   ,1, SE            , GTERF ,2,1,0, (1000$/MWh)    
1, SIST   ,1, SE            , GTERF ,2,2,0, (1000$/MWh)    
1, SIST   ,1, SE            , GTERF ,2,3,0, (1000$/MWh)    
2, RHS    ,0,      -        ,  RHS  ,0,0,112967011.5,  1000$         
2, USIH   ,1, CAMARGOS      , VARM  ,0,1,-372.942, (1000$/hm3)    
2, USIH   ,2, ITUTINGA      , VARM  ,0,1,-361.221, (1000$/hm3)    
2, USIH   ,4, FUNIL-GRANDE  , VARM  ,0,1,-345.987, (1000$/hm3)    
2, USIH   ,24, EMBORCACAO    , VARM  ,0,1,-265.307, (1000$/hm3)    
2, USIH   ,27, CAPIM BRANC1  , VARM  ,0,1,-257.41, (1000$/hm3)    
2, USIH   ,28, CAPIM BRANC2  , VARM  ,0,1,-226.437, (1000$/hm3)    
2, USIH   ,25, NOVA PONTE    , VARM  ,0,1,-351.68, (1000$/hm3)    
2, USIH   ,33, SAO SIMAO     , VARM  ,0,1,-141.358, (1000$/hm3)    
2, USIH   ,156, TRES MARIAS   , VARM  ,0,1,-169.014, (1000$/hm3)    
2, USIH   ,134, SALTO GRANDE  , VARM  ,0,1,-24.833, (1000$/hm3)    
2, USIH   ,10, IGARAPAVA     , VARM  ,0,1,-197.615, (1000$/hm3)    
2, USIH   ,143, AIMORES       , VARM  ,0,1,-15.002, (1000$/hm3)    
2, USIH   ,162, QUEIMADO      , VARM  ,0,1,-237.342, (1000$/hm3)    
2, USIH   ,148, IRAPE         , VARM  ,0,1,-127.787, (1000$/hm3)    
2, USIH   ,217, ROSAL         , VARM  ,0,1,0, (1000$/hm3)    
2, USIH   ,193, SA CARVALHO   , VARM  ,0,1,-24.833, (1000$/hm3)    
2, USIH   ,141, BAGUARI       , VARM  ,0,1,-24.833, (1000$/hm3)    
2, USIH   ,14, CACONDE       , VARM  ,0,1,-270.214, (1000$/hm3)    
2, USIH   ,18, A. VERMELHA   , VARM  ,0,1,-130.62, (1000$/hm3)    
2, USIH   ,37, BARRA BONITA  , VARM  ,0,1,-165.546, (1000$/hm3)    
2, USIH   ,40, PROMISSAO     , VARM  ,0,1,-131.574, (1000$/hm3)    
2, USIH   ,42, NAVANHANDAVA  , VARM  ,0,1,-118.094, (1000$/hm3)    
2, USIH   ,15, E. DA CUNHA   , VARM  ,0,1,-218.322, (1000$/hm3)    
2, USIH   ,16, A.S.OLIVEIRA  , VARM  ,0,1,-174.723, (1000$/hm3)    
2, USIH   ,38, A.S. LIMA     , VARM  ,0,1,-154.356, (1000$/hm3)    
2, USIH   ,39, IBITINGA      , VARM  ,0,1,-142.619, (1000$/hm3)    
2, USIH   ,62, TAQUARUCU     , VARM  ,0,1,-79.779, (1000$/hm3)    
2, USIH   ,63, ROSANA        , VARM  ,0,1,-66.692, (1000$/hm3)    
2, USIH   ,52, CANOAS I      , VARM  ,0,1,-110.464, (1000$/hm3)    
2, USIH   ,51, CANOAS II     , VARM  ,0,1,-117.94, (1000$/hm3)    
2, USIH   ,47, A.A. LAYDNER  , VARM  ,0,1,-203.52, (1000$/hm3)    
2, USIH   ,49, CHAVANTES     , VARM  ,0,1,-173.304, (1000$/hm3)    
2, USIH   ,61, CAPIVARA      , VARM  ,0,1,-104.392, (1000$/hm3)    
2, USIH   ,50, L.N. GARCEZ   , VARM  ,0,1,-127.012, (1000$/hm3)    
2, USIH   ,45, JUPIA         , VARM  ,0,1,-77.282, (1000$/hm3)    
2, USIH   ,44, I. SOLT. EQV  , VARM  ,0,1,-102.017, (1000$/hm3)    
2, USIH   ,46, P. PRIMAVERA  , VARM  ,0,1,-65.024, (1000$/hm3)    
2, USIH   ,120, JAGUARI       , VARM  ,0,1,-243.079, (1000$/hm3)    
2, USIH   ,121, PARAIBUNA     , VARM  ,0,1,-275.618, (1000$/hm3)    
2, USIH   ,6, FURNAS        , VARM  ,0,1,-324.548, (1000$/hm3)    
2, USIH   ,7, M. DE MORAES  , VARM  ,0,1,-279.012, (1000$/hm3)    
2, USIH   ,8, ESTREITO      , VARM  ,0,1,-257.439, (1000$/hm3)    
2, USIH   ,12, P. COLOMBIA   , VARM  ,0,1,-172.864, (1000$/hm3)    
2, USIH   ,17, MARIMBONDO    , VARM  ,0,1,-162.028, (1000$/hm3)    
2, USIH   ,31, ITUMBIARA     , VARM  ,0,1,-201.946, (1000$/hm3)    
2, USIH   ,30, CORUMBA I     , VARM  ,0,1,-234.651, (1000$/hm3)    
2, USIH   ,251, SERRA MESA    , VARM  ,0,1,-136.463, (1000$/hm3)    
2, USIH   ,278, MANSO         , VARM  ,0,1,-31.56, (1000$/hm3)    
2, USIH   ,123, FUNIL         , VARM  ,0,1,-47.686, (1000$/hm3)    
2, USIH   ,129, SIMPLICIO     , VARM  ,0,1,-14.319, (1000$/hm3)    
2, USIH   ,20, BATALHA       , VARM  ,0,1,-323.398, (1000$/hm3)    
2, USIH   ,287, STO ANTONIO   , VARM  ,0,1,2.902, (1000$/hm3)    
2, USIH   ,257, PEIXE ANGIC   , VARM  ,0,1,0, (1000$/hm3)    
2, USIH   ,122, SANTA BRANCA  , VARM  ,0,1,-233.359, (1000$/hm3)    
2, USIH   ,124, LAJES         , VARM  ,0,1,-51.235, (1000$/hm3)    
2, USIH   ,130, ILHA POMBOS   , VARM  ,0,1,-14.707, (1000$/hm3)    
2, USIH   ,131, NILO PECANHA  , VARM  ,0,1,-53.946, (1000$/hm3)    
2, USIH   ,133, P. PASSOS     , VARM  ,0,1,105.387, (1000$/hm3)    
2, USIH   ,125, STA CECILIA   , VARM  ,0,1,-14.319, (1000$/hm3)    
2, USIH   ,180, TOCOS         , VARM  ,0,1,-51.235, (1000$/hm3)    
2, USIH   ,181, SANTANA       , VARM  ,0,1,-26.702, (1000$/hm3)    
2, USIH   ,182, VIGARIO       , VARM  ,0,1,-53.946, (1000$/hm3)    
2, USIH   ,183, FONTES A      , VARM  ,0,1,-51.235, (1000$/hm3)    
2, USIH   ,184, FONTES BC     , VARM  ,0,1,-51.235, (1000$/hm3)    
2, USIH   ,107, EDGARD SOUZA  , VARM  ,0,1,-165.359, (1000$/hm3)    
2, USIH   ,108, TRAICAO       , VARM  ,0,1,-165.359, (1000$/hm3)    
2, USIH   ,109, PEDREIRA      , VARM  ,0,1,-348.491, (1000$/hm3)    
2, USIH   ,117, GUARAPIRANGA  , VARM  ,0,1,-333.415, (1000$/hm3)    
2, USIH   ,118, BILLINGS      , VARM  ,0,1,-348.377, (1000$/hm3)    
2, USIH   ,119, HENRY BORDEN  , VARM  ,0,1,-713165.035, (1000$/hm3)    
2, USIH   ,32, CACH.DOURADA  , VARM  ,0,1,-159.386, (1000$/hm3)    
2, USIH   ,11, VOLTA GRANDE  , VARM  ,0,1,-188.21, (1000$/hm3)    
2, USIH   ,135, P. ESTRELA    , VARM  ,0,1,-36.053, (1000$/hm3)    
2, USIH   ,139, CANDONGA      , VARM  ,0,1,-24.833, (1000$/hm3)    
2, USIH   ,262, SALTO         , VARM  ,0,1,-128.359, (1000$/hm3)    
2, USIH   ,89, GARIBALDI     , VARM  ,0,1,-263.667, (1000$/hm3)    
2, USIH   ,144, MASCARENHAS   , VARM  ,0,1,0, (1000$/hm3)    
2, USIH   ,66, ITAIPU        , VARM  ,0,1,-57.355, (1000$/hm3)    
2, USIH   ,110, ERNESTINA     , VARM  ,0,1,-137.308, (1000$/hm3)    
2, USIH   ,111, PASSO REAL    , VARM  ,0,1,-137.348, (1000$/hm3)    
2, USIH   ,112, JACUI         , VARM  ,0,1,-120.044, (1000$/hm3)    
2, USIH   ,113, ITAUBA        , VARM  ,0,1,-70.765, (1000$/hm3)    
2, USIH   ,114, D. FRANCISCA  , VARM  ,0,1,-20.637, (1000$/hm3)    
2, USIH   ,74, G.B. MUNHOZ   , VARM  ,0,1,-259.951, (1000$/hm3)    
2, USIH   ,76, SEGREDO       , VARM  ,0,1,-187.966, (1000$/hm3)    
2, USIH   ,82, SALTO CAXIAS  , VARM  ,0,1,-36.134, (1000$/hm3)    
2, USIH   ,115, G.P. SOUZA    , VARM  ,0,1,-380.019, (1000$/hm3)    
2, USIH   ,73, JORDAO        , VARM  ,0,1,-187.987, (1000$/hm3)    
2, USIH   ,71, STA CLARA PR  , VARM  ,0,1,-285.13, (1000$/hm3)    
2, USIH   ,72, FUNDAO        , VARM  ,0,1,-237.672, (1000$/hm3)    
2, USIH   ,57, MAUA          , VARM  ,0,1,-167.72, (1000$/hm3)    
2, USIH   ,77, SLT.SANTIAGO  , VARM  ,0,1,-134.03, (1000$/hm3)    
2, USIH   ,78, SALTO OSORIO  , VARM  ,0,1,-74.652, (1000$/hm3)    
2, USIH   ,93, PASSO FUNDO   , VARM  ,0,1,-188.091, (1000$/hm3)    
2, USIH   ,91, MACHADINHO    , VARM  ,0,1,-141.122, (1000$/hm3)    
2, USIH   ,92, ITA           , VARM  ,0,1,-85.129, (1000$/hm3)    
2, USIH   ,252, CANA BRAVA    , VARM  ,0,1,-37.968, (1000$/hm3)    
2, USIH   ,253, SAO SALVADOR  , VARM  ,0,1,-13.04, (1000$/hm3)    
2, USIH   ,267, ESTREITO TOC  , VARM  ,0,1,0, (1000$/hm3)    
2, USIH   ,281, PONTE PEDRA   , VARM  ,0,1,0, (1000$/hm3)    
2, USIH   ,9, JAGUARA       , VARM  ,0,1,-222.973, (1000$/hm3)    
2, USIH   ,26, MIRANDA       , VARM  ,0,1,-295.51, (1000$/hm3)    
2, USIH   ,86, BARRA GRANDE  , VARM  ,0,1,-221.084, (1000$/hm3)    
2, USIH   ,90, CAMPOS NOVOS  , VARM  ,0,1,-240.184, (1000$/hm3)    
2, USIH   ,97, CASTRO ALVES  , VARM  ,0,1,-87.983, (1000$/hm3)    
2, USIH   ,98, MONTE CLARO   , VARM  ,0,1,-40.959, (1000$/hm3)    
2, USIH   ,99, 14 DE JULHO   , VARM  ,0,1,-19.798, (1000$/hm3)    
2, USIH   ,103, FOZ CHAPECO   , VARM  ,0,1,-28.197, (1000$/hm3)    
2, USIH   ,169, SOBRADINHO    , VARM  ,0,1,-143.785, (1000$/hm3)    
2, USIH   ,172, ITAPARICA     , VARM  ,0,1,-131.76, (1000$/hm3)    
2, USIH   ,173, MOXOTO        , VARM  ,0,1,-104.854, (1000$/hm3)    
2, USIH   ,174, P.AFONSO 123  , VARM  ,0,1,-93.445, (1000$/hm3)    
2, USIH   ,175, P.AFONSO 4    , VARM  ,0,1,-104.854, (1000$/hm3)    
2, USIH   ,178, XINGO         , VARM  ,0,1,-41.144, (1000$/hm3)    
2, USIH   ,190, B. ESPERANCA  , VARM  ,0,1,0.589, (1000$/hm3)    
2, USIH   ,189, P. CAVALO     , VARM  ,0,1,-50.097, (1000$/hm3)    
2, USIH   ,275, TUCURUI       , VARM  ,0,1,0, (1000$/hm3)    
2, USIH   ,272, CURUA-UNA     , VARM  ,0,1,0, (1000$/hm3)    
2, USIH   ,279, SAMUEL        , VARM  ,0,1,1.461, (1000$/hm3)    
2, USIH   ,280, COARACY NUNE  , VARM  ,0,1,0, (1000$/hm3)    
2, USIH   ,204, CACH.CALDEIR  , VARM  ,0,1,0, (1000$/hm3)    
2, USIH   ,127, SOBRAGI       , VARM  ,0,1,-54.192, (1000$/hm3)    
2, USIH   ,126, PICADA        , VARM  ,0,1,-120.5, (1000$/hm3)    
2, USIH   ,283, STA CLARA MG  , VARM  ,0,1,-27.84, (1000$/hm3)    
2, USIH   ,261, LAJEADO       , VARM  ,0,1,0, (1000$/hm3)    
2, USIH   ,48, PIRAJU        , VARM  ,0,1,-186.543, (1000$/hm3)    
2, USIH   ,249, OURINHOS      , VARM  ,0,1,-132.765, (1000$/hm3)    
2, USIH   ,241, SLT VERDINHO  , VARM  ,0,1,-101.719, (1000$/hm3)    
2, USIH   ,304, ITIQUIRA I    , VARM  ,0,1,0, (1000$/hm3)    
2, USIH   ,305, ITIQUIRA II   , VARM  ,0,1,0, (1000$/hm3)    
2, USIH   ,196, GUAPORE       , VARM  ,0,1,-83.106, (1000$/hm3)    
2, USIH   ,195, JAURU         , VARM  ,0,1,-55.812, (1000$/hm3)    
2, USIH   ,95, QUEBRA QUEIX  , VARM  ,0,1,-65.653, (1000$/hm3)    
2, USIH   ,203, CORUMBA III   , VARM  ,0,1,-256.77, (1000$/hm3)    
2, USIH   ,154, ITAPEBI       , VARM  ,0,1,-41.313, (1000$/hm3)    
2, USIH   ,310, DARDANELOS    , VARM  ,0,1,0.479, (1000$/hm3)    
2, USIH   ,29, CORUMBA IV    , VARM  ,0,1,-293.589, (1000$/hm3)    
2, USIH   ,94, MONJOLINHO    , VARM  ,0,1,-61.822, (1000$/hm3)    
2, USIH   ,215, SALTO PILAO   , VARM  ,0,1,-108.17, (1000$/hm3)    
2, USIH   ,155, RETIRO BAIXO  , VARM  ,0,1,-189.085, (1000$/hm3)    
2, USIH   ,311, CACU          , VARM  ,0,1,-102.114, (1000$/hm3)    
