 ICUT ,TP.ENTID,ID.ENT,   NomeEntid   ,TP.COEF,ILAG ,IPAT ,     Val.Coef      ,      Unid      
29, USIH   ,315, FOZ R. CLARO  , VARM  ,0,1,-384.411, (1000$/hm3)    
29, USIH   ,21, SERRA FACAO   , VARM  ,0,1,-878.183, (1000$/hm3)    
29, USIH   ,290, ESPORA        , VARM  ,0,1,-410.463, (1000$/hm3)    
29, USIH   ,101, SAO JOSE      , VARM  ,0,1,-91.051, (1000$/hm3)    
29, USIH   ,276, RONDON II     , VARM  ,0,1,-103.114, (1000$/hm3)    
29, USIH   ,102, PASSO S JOAO  , VARM  ,0,1,-51.949, (1000$/hm3)    
29, USIH   ,277, BALBINA       , VARM  ,0,1,-24.124, (1000$/hm3)    
29, USIH   ,285, JIRAU         , VARM  ,0,1,-31.381, (1000$/hm3)    
29, USIH   ,286, STO ANT JARI  , VARM  ,0,1,-48.083, (1000$/hm3)    
29, USIH   ,284, FERREIRA GOM  , VARM  ,0,1,-32.942, (1000$/hm3)    
29, USIH   ,229, TELES PIRES   , VARM  ,0,1,-102.142, (1000$/hm3)    
29, USIH   ,192, GUILMAN-AMOR  , VARM  ,0,1,-514.575, (1000$/hm3)    
29, USIH   ,288, BELO MONTE    , VARM  ,0,1,-164.305, (1000$/hm3)    
29, USIH   ,314, PIMENTAL      , VARM  ,0,1,-721173.617, (1000$/hm3)    
29, USIHTV ,156, TRES MARIAS   , QDEFP ,1,1,-248.098, (1000$/hm3)    
29, USIHTV ,156, TRES MARIAS   , QDEFP ,2,1,-248.098, (1000$/hm3)    
29, USIHTV ,156, TRES MARIAS   , QDEFP ,3,1,0, (1000$/hm3)    
29, USIHTV ,162, QUEIMADO      , QDEFP ,1,1,-247.507, (1000$/hm3)    
29, USIHTV ,162, QUEIMADO      , QDEFP ,2,1,-247.507, (1000$/hm3)    
29, USIHTV ,162, QUEIMADO      , QDEFP ,3,1,0, (1000$/hm3)    
29, SIST   ,1, SE            , GTERF ,2,1,0, (1000$/MWh)    
29, SIST   ,1, SE            , GTERF ,2,2,0, (1000$/MWh)    
29, SIST   ,1, SE            , GTERF ,2,3,0, (1000$/MWh)    
